,vintage,nr_tokens,name,volume_ml,lot_size,seal code,description,description_missing,multplier,full_description,src_image,dst_image
42,2011,1,Vin de Constance 2011,500,3,,"‘Consistently one of the best sweet wines in the world, this tea-leafy, honeyed, orange peel-scented Muscat is rich and sweet, with 152 grams of sugar, some skin tannins, nutmeg and ginger spice and a weighty, dense texture. Long, complex and assured. Drink: 2015-25.’ – Tim Atkin MW, SA Special Report 2015, 96/100
‘The nose is pretty and entirely captivating – citrus, lilac, herbs, spice, even a little mint. The palate, meanwhile, shows pure fruit and zippy acidity – it’s an extraordinarily vivid glass of wine – the finish suitably long without being astringent. Really classy.’- Christian Eedes, Winemag.co.za, 96/100 (2015)
‘Iconic, ageworthy dessert from unbotrytised Muscat de Frontignan aged in French and Hungarian oak (some new). 2011 generous and satisfying with silky texture, sweetness lifted by racy acidity. 3 years oaked vs 4 for also-tasted 2009, with similar candied orange, fynbos fragrance, vanilla fudge and glazed pineapple flavours. No 2010. ’ - Platter’s SA Wine Guide 2016, 5* ",0,,"‘Consistently one of the best sweet wines in the world, this tea-leafy, honeyed, orange peel-scented Muscat is rich and sweet, with 152 grams of sugar, some skin tannins, nutmeg and ginger spice and a weighty, dense texture. Long, complex and assured. Drink: 2015-25.’ – Tim Atkin MW, SA Special Report 2015, 96/100
‘The nose is pretty and entirely captivating – citrus, lilac, herbs, spice, even a little mint. The palate, meanwhile, shows pure fruit and zippy acidity – it’s an extraordinarily vivid glass of wine – the finish suitably long without being astringent. Really classy.’- Christian Eedes, Winemag.co.za, 96/100 (2015)
‘Iconic, ageworthy dessert from unbotrytised Muscat de Frontignan aged in French and Hungarian oak (some new). 2011 generous and satisfying with silky texture, sweetness lifted by racy acidity. 3 years oaked vs 4 for also-tasted 2009, with similar candied orange, fynbos fragrance, vanilla fudge and glazed pineapple flavours. No 2010. ’ - Platter’s SA Wine Guide 2016, 5* ",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2011 7347 - 503680.jpg,farms/klein-constansia/vdc/output/assets/42.jpg
43,2011,1,Vin de Constance 2011,500,3,,"‘Consistently one of the best sweet wines in the world, this tea-leafy, honeyed, orange peel-scented Muscat is rich and sweet, with 152 grams of sugar, some skin tannins, nutmeg and ginger spice and a weighty, dense texture. Long, complex and assured. Drink: 2015-25.’ – Tim Atkin MW, SA Special Report 2015, 96/100
‘The nose is pretty and entirely captivating – citrus, lilac, herbs, spice, even a little mint. The palate, meanwhile, shows pure fruit and zippy acidity – it’s an extraordinarily vivid glass of wine – the finish suitably long without being astringent. Really classy.’- Christian Eedes, Winemag.co.za, 96/100 (2015)
‘Iconic, ageworthy dessert from unbotrytised Muscat de Frontignan aged in French and Hungarian oak (some new). 2011 generous and satisfying with silky texture, sweetness lifted by racy acidity. 3 years oaked vs 4 for also-tasted 2009, with similar candied orange, fynbos fragrance, vanilla fudge and glazed pineapple flavours. No 2010. ’ - Platter’s SA Wine Guide 2016, 5* ",0,,"‘Consistently one of the best sweet wines in the world, this tea-leafy, honeyed, orange peel-scented Muscat is rich and sweet, with 152 grams of sugar, some skin tannins, nutmeg and ginger spice and a weighty, dense texture. Long, complex and assured. Drink: 2015-25.’ – Tim Atkin MW, SA Special Report 2015, 96/100
‘The nose is pretty and entirely captivating – citrus, lilac, herbs, spice, even a little mint. The palate, meanwhile, shows pure fruit and zippy acidity – it’s an extraordinarily vivid glass of wine – the finish suitably long without being astringent. Really classy.’- Christian Eedes, Winemag.co.za, 96/100 (2015)
‘Iconic, ageworthy dessert from unbotrytised Muscat de Frontignan aged in French and Hungarian oak (some new). 2011 generous and satisfying with silky texture, sweetness lifted by racy acidity. 3 years oaked vs 4 for also-tasted 2009, with similar candied orange, fynbos fragrance, vanilla fudge and glazed pineapple flavours. No 2010. ’ - Platter’s SA Wine Guide 2016, 5* ",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2011 7347 - 503680.jpg,farms/klein-constansia/vdc/output/assets/43.jpg
44,2012,1,Vin de Constance 2012,500,3,,"‘Iconic, oak-aged and age worthy dessert from unbotrytised Muscat de Frontignan. Drop-dead gorgeous 2012, exotic tropical fruit, marzipan and fynbos notes, silky sweetness. Racy acidity, energising freshness enhanced by tight-grained acacia oak joining the usual mix of new/used French/Hungarian oak.’ - Platter’s SA Wine Guide 2017, 5*
‘The 2012 Vin de Constance won’t be released for another year, but put a note in your diary to buy some when it is. Sweeter and more alcoholic than the 2011, but somehow fresher and brighter, too, it’s floral, pure and focused, with notes of orange zest, tarte tatin and well integrated oak. Shaping up to be the best Vin de Constance yet. Drink: 2016-25. Overall Sweet Wine of the Year.’ - Tim Atkin SA Special Report 2015, 97/100",0,,"‘Iconic, oak-aged and age worthy dessert from unbotrytised Muscat de Frontignan. Drop-dead gorgeous 2012, exotic tropical fruit, marzipan and fynbos notes, silky sweetness. Racy acidity, energising freshness enhanced by tight-grained acacia oak joining the usual mix of new/used French/Hungarian oak.’ - Platter’s SA Wine Guide 2017, 5*
‘The 2012 Vin de Constance won’t be released for another year, but put a note in your diary to buy some when it is. Sweeter and more alcoholic than the 2011, but somehow fresher and brighter, too, it’s floral, pure and focused, with notes of orange zest, tarte tatin and well integrated oak. Shaping up to be the best Vin de Constance yet. Drink: 2016-25. Overall Sweet Wine of the Year.’ - Tim Atkin SA Special Report 2015, 97/100",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2012 7503 - 545000.jpg,farms/klein-constansia/vdc/output/assets/44.jpg
45,2012,1,Vin de Constance 2012,500,3,,"‘Iconic, oak-aged and age worthy dessert from unbotrytised Muscat de Frontignan. Drop-dead gorgeous 2012, exotic tropical fruit, marzipan and fynbos notes, silky sweetness. Racy acidity, energising freshness enhanced by tight-grained acacia oak joining the usual mix of new/used French/Hungarian oak.’ - Platter’s SA Wine Guide 2017, 5*
‘The 2012 Vin de Constance won’t be released for another year, but put a note in your diary to buy some when it is. Sweeter and more alcoholic than the 2011, but somehow fresher and brighter, too, it’s floral, pure and focused, with notes of orange zest, tarte tatin and well integrated oak. Shaping up to be the best Vin de Constance yet. Drink: 2016-25. Overall Sweet Wine of the Year.’ - Tim Atkin SA Special Report 2015, 97/100",0,,"‘Iconic, oak-aged and age worthy dessert from unbotrytised Muscat de Frontignan. Drop-dead gorgeous 2012, exotic tropical fruit, marzipan and fynbos notes, silky sweetness. Racy acidity, energising freshness enhanced by tight-grained acacia oak joining the usual mix of new/used French/Hungarian oak.’ - Platter’s SA Wine Guide 2017, 5*
‘The 2012 Vin de Constance won’t be released for another year, but put a note in your diary to buy some when it is. Sweeter and more alcoholic than the 2011, but somehow fresher and brighter, too, it’s floral, pure and focused, with notes of orange zest, tarte tatin and well integrated oak. Shaping up to be the best Vin de Constance yet. Drink: 2016-25. Overall Sweet Wine of the Year.’ - Tim Atkin SA Special Report 2015, 97/100",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2012 7503 - 545000.jpg,farms/klein-constansia/vdc/output/assets/45.jpg
46,2012,1,Vin de Constance 2012,500,3,,"‘Iconic, oak-aged and age worthy dessert from unbotrytised Muscat de Frontignan. Drop-dead gorgeous 2012, exotic tropical fruit, marzipan and fynbos notes, silky sweetness. Racy acidity, energising freshness enhanced by tight-grained acacia oak joining the usual mix of new/used French/Hungarian oak.’ - Platter’s SA Wine Guide 2017, 5*
‘The 2012 Vin de Constance won’t be released for another year, but put a note in your diary to buy some when it is. Sweeter and more alcoholic than the 2011, but somehow fresher and brighter, too, it’s floral, pure and focused, with notes of orange zest, tarte tatin and well integrated oak. Shaping up to be the best Vin de Constance yet. Drink: 2016-25. Overall Sweet Wine of the Year.’ - Tim Atkin SA Special Report 2015, 97/100",0,,"‘Iconic, oak-aged and age worthy dessert from unbotrytised Muscat de Frontignan. Drop-dead gorgeous 2012, exotic tropical fruit, marzipan and fynbos notes, silky sweetness. Racy acidity, energising freshness enhanced by tight-grained acacia oak joining the usual mix of new/used French/Hungarian oak.’ - Platter’s SA Wine Guide 2017, 5*
‘The 2012 Vin de Constance won’t be released for another year, but put a note in your diary to buy some when it is. Sweeter and more alcoholic than the 2011, but somehow fresher and brighter, too, it’s floral, pure and focused, with notes of orange zest, tarte tatin and well integrated oak. Shaping up to be the best Vin de Constance yet. Drink: 2016-25. Overall Sweet Wine of the Year.’ - Tim Atkin SA Special Report 2015, 97/100",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2012 7503 - 545000.jpg,farms/klein-constansia/vdc/output/assets/46.jpg
47,2013,1,Vin de Constance 2013,1500,3,,"‘A Cape classic, painstakingly crafted dessert wine from raisined Muscat de Frontignan, our Unfortified Dessert Wine of the Year. 2013 emerges triumphant from 3 years in various types and sizes of barrel, showing pedigree and class. Perfumed and exotically spicy, with silky texture, dried peach and melon fruit. Also in magnum.’ - Platter’s SA Wine Guide 2018, 5* (99/100) ‘The 2013 Vin de Constance Natural Sweet Wine was matured in 500-liter barrels for around 36 months. It has a beautiful bouquet with honey, quince, pressed yellow flowers and Mirabelle. It has wonderful definition and purity. The palate is very well balanced with a mellifluous texture and beautifully judged acidity as it just sashays along. It fans out on the finish with honey, quince, a touch of rhubarb and ginger, extraordinarily persistent in the mouth. Matthew Day, current winemaker, opined that he thought the 2012 would be the best ever, but the freshness might see it overtaken. This is awesome.’ - Neal Martin, Wine Advocate, 96/100 (Apr 2017)",0,,"‘A Cape classic, painstakingly crafted dessert wine from raisined Muscat de Frontignan, our Unfortified Dessert Wine of the Year. 2013 emerges triumphant from 3 years in various types and sizes of barrel, showing pedigree and class. Perfumed and exotically spicy, with silky texture, dried peach and melon fruit. Also in magnum.’ - Platter’s SA Wine Guide 2018, 5* (99/100) ‘The 2013 Vin de Constance Natural Sweet Wine was matured in 500-liter barrels for around 36 months. It has a beautiful bouquet with honey, quince, pressed yellow flowers and Mirabelle. It has wonderful definition and purity. The palate is very well balanced with a mellifluous texture and beautifully judged acidity as it just sashays along. It fans out on the finish with honey, quince, a touch of rhubarb and ginger, extraordinarily persistent in the mouth. Matthew Day, current winemaker, opined that he thought the 2012 would be the best ever, but the freshness might see it overtaken. This is awesome.’ - Neal Martin, Wine Advocate, 96/100 (Apr 2017)",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2013 7764 - 166626.jpg,farms/klein-constansia/vdc/output/assets/47.jpg
48,2013,1,Vin de Constance 2013,1500,3,,"‘A Cape classic, painstakingly crafted dessert wine from raisined Muscat de Frontignan, our Unfortified Dessert Wine of the Year. 2013 emerges triumphant from 3 years in various types and sizes of barrel, showing pedigree and class. Perfumed and exotically spicy, with silky texture, dried peach and melon fruit. Also in magnum.’ - Platter’s SA Wine Guide 2018, 5* (99/100) ‘The 2013 Vin de Constance Natural Sweet Wine was matured in 500-liter barrels for around 36 months. It has a beautiful bouquet with honey, quince, pressed yellow flowers and Mirabelle. It has wonderful definition and purity. The palate is very well balanced with a mellifluous texture and beautifully judged acidity as it just sashays along. It fans out on the finish with honey, quince, a touch of rhubarb and ginger, extraordinarily persistent in the mouth. Matthew Day, current winemaker, opined that he thought the 2012 would be the best ever, but the freshness might see it overtaken. This is awesome.’ - Neal Martin, Wine Advocate, 96/100 (Apr 2017)",0,,"‘A Cape classic, painstakingly crafted dessert wine from raisined Muscat de Frontignan, our Unfortified Dessert Wine of the Year. 2013 emerges triumphant from 3 years in various types and sizes of barrel, showing pedigree and class. Perfumed and exotically spicy, with silky texture, dried peach and melon fruit. Also in magnum.’ - Platter’s SA Wine Guide 2018, 5* (99/100) ‘The 2013 Vin de Constance Natural Sweet Wine was matured in 500-liter barrels for around 36 months. It has a beautiful bouquet with honey, quince, pressed yellow flowers and Mirabelle. It has wonderful definition and purity. The palate is very well balanced with a mellifluous texture and beautifully judged acidity as it just sashays along. It fans out on the finish with honey, quince, a touch of rhubarb and ginger, extraordinarily persistent in the mouth. Matthew Day, current winemaker, opined that he thought the 2012 would be the best ever, but the freshness might see it overtaken. This is awesome.’ - Neal Martin, Wine Advocate, 96/100 (Apr 2017)",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2013 7764 - 166626.jpg,farms/klein-constansia/vdc/output/assets/48.jpg
49,2013,1,Vin de Constance 2013,1500,3,,"‘A Cape classic, painstakingly crafted dessert wine from raisined Muscat de Frontignan, our Unfortified Dessert Wine of the Year. 2013 emerges triumphant from 3 years in various types and sizes of barrel, showing pedigree and class. Perfumed and exotically spicy, with silky texture, dried peach and melon fruit. Also in magnum.’ - Platter’s SA Wine Guide 2018, 5* (99/100) ‘The 2013 Vin de Constance Natural Sweet Wine was matured in 500-liter barrels for around 36 months. It has a beautiful bouquet with honey, quince, pressed yellow flowers and Mirabelle. It has wonderful definition and purity. The palate is very well balanced with a mellifluous texture and beautifully judged acidity as it just sashays along. It fans out on the finish with honey, quince, a touch of rhubarb and ginger, extraordinarily persistent in the mouth. Matthew Day, current winemaker, opined that he thought the 2012 would be the best ever, but the freshness might see it overtaken. This is awesome.’ - Neal Martin, Wine Advocate, 96/100 (Apr 2017)",0,,"‘A Cape classic, painstakingly crafted dessert wine from raisined Muscat de Frontignan, our Unfortified Dessert Wine of the Year. 2013 emerges triumphant from 3 years in various types and sizes of barrel, showing pedigree and class. Perfumed and exotically spicy, with silky texture, dried peach and melon fruit. Also in magnum.’ - Platter’s SA Wine Guide 2018, 5* (99/100) ‘The 2013 Vin de Constance Natural Sweet Wine was matured in 500-liter barrels for around 36 months. It has a beautiful bouquet with honey, quince, pressed yellow flowers and Mirabelle. It has wonderful definition and purity. The palate is very well balanced with a mellifluous texture and beautifully judged acidity as it just sashays along. It fans out on the finish with honey, quince, a touch of rhubarb and ginger, extraordinarily persistent in the mouth. Matthew Day, current winemaker, opined that he thought the 2012 would be the best ever, but the freshness might see it overtaken. This is awesome.’ - Neal Martin, Wine Advocate, 96/100 (Apr 2017)",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2013 7764 - 166626.jpg,farms/klein-constansia/vdc/output/assets/49.jpg
50,2014,1,Vin de Constance 2014,1500,3,,"‘Arguably the Cape’s most famous wine, crafted to emulate the great Constantia sweet desserts of the 18th century. 2014 from raisined Muscat de Frontignan, as always, impossibly complex and detailed, with seductive perfume, opulent fruit and finely modulated acidity. Intricate vinification, 3 years 500L barrels of various wood types. 500 ml, magnums too.’ -  Platter’s SA Wine Guide 2019, 5* (95/100) ‘This is not the densest or most exotic of recent Vin de Constance releases, but what it lacks in power it more than makes up for with elegance. More Barsac than Sauternes-like perhaps? Quince, pastry and orange zest notes, with lovely tarte tatin acidity, subtle vanilla spice and a long, nuanced finish. 2019-35.’ - Tim Atkin MW, SA Special Report 2017, 96/100  ",0,,"‘Arguably the Cape’s most famous wine, crafted to emulate the great Constantia sweet desserts of the 18th century. 2014 from raisined Muscat de Frontignan, as always, impossibly complex and detailed, with seductive perfume, opulent fruit and finely modulated acidity. Intricate vinification, 3 years 500L barrels of various wood types. 500 ml, magnums too.’ -  Platter’s SA Wine Guide 2019, 5* (95/100) ‘This is not the densest or most exotic of recent Vin de Constance releases, but what it lacks in power it more than makes up for with elegance. More Barsac than Sauternes-like perhaps? Quince, pastry and orange zest notes, with lovely tarte tatin acidity, subtle vanilla spice and a long, nuanced finish. 2019-35.’ - Tim Atkin MW, SA Special Report 2017, 96/100  ",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2014 8121 - 109369.jpg,farms/klein-constansia/vdc/output/assets/50.jpg
51,2014,1,Vin de Constance 2014,1500,3,,"‘Arguably the Cape’s most famous wine, crafted to emulate the great Constantia sweet desserts of the 18th century. 2014 from raisined Muscat de Frontignan, as always, impossibly complex and detailed, with seductive perfume, opulent fruit and finely modulated acidity. Intricate vinification, 3 years 500L barrels of various wood types. 500 ml, magnums too.’ -  Platter’s SA Wine Guide 2019, 5* (95/100) ‘This is not the densest or most exotic of recent Vin de Constance releases, but what it lacks in power it more than makes up for with elegance. More Barsac than Sauternes-like perhaps? Quince, pastry and orange zest notes, with lovely tarte tatin acidity, subtle vanilla spice and a long, nuanced finish. 2019-35.’ - Tim Atkin MW, SA Special Report 2017, 96/100  ",0,,"‘Arguably the Cape’s most famous wine, crafted to emulate the great Constantia sweet desserts of the 18th century. 2014 from raisined Muscat de Frontignan, as always, impossibly complex and detailed, with seductive perfume, opulent fruit and finely modulated acidity. Intricate vinification, 3 years 500L barrels of various wood types. 500 ml, magnums too.’ -  Platter’s SA Wine Guide 2019, 5* (95/100) ‘This is not the densest or most exotic of recent Vin de Constance releases, but what it lacks in power it more than makes up for with elegance. More Barsac than Sauternes-like perhaps? Quince, pastry and orange zest notes, with lovely tarte tatin acidity, subtle vanilla spice and a long, nuanced finish. 2019-35.’ - Tim Atkin MW, SA Special Report 2017, 96/100  ",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2014 8121 - 109369.jpg,farms/klein-constansia/vdc/output/assets/51.jpg
52,2014,1,Vin de Constance 2014,1500,3,,"‘Arguably the Cape’s most famous wine, crafted to emulate the great Constantia sweet desserts of the 18th century. 2014 from raisined Muscat de Frontignan, as always, impossibly complex and detailed, with seductive perfume, opulent fruit and finely modulated acidity. Intricate vinification, 3 years 500L barrels of various wood types. 500 ml, magnums too.’ -  Platter’s SA Wine Guide 2019, 5* (95/100) ‘This is not the densest or most exotic of recent Vin de Constance releases, but what it lacks in power it more than makes up for with elegance. More Barsac than Sauternes-like perhaps? Quince, pastry and orange zest notes, with lovely tarte tatin acidity, subtle vanilla spice and a long, nuanced finish. 2019-35.’ - Tim Atkin MW, SA Special Report 2017, 96/100  ",0,,"‘Arguably the Cape’s most famous wine, crafted to emulate the great Constantia sweet desserts of the 18th century. 2014 from raisined Muscat de Frontignan, as always, impossibly complex and detailed, with seductive perfume, opulent fruit and finely modulated acidity. Intricate vinification, 3 years 500L barrels of various wood types. 500 ml, magnums too.’ -  Platter’s SA Wine Guide 2019, 5* (95/100) ‘This is not the densest or most exotic of recent Vin de Constance releases, but what it lacks in power it more than makes up for with elegance. More Barsac than Sauternes-like perhaps? Quince, pastry and orange zest notes, with lovely tarte tatin acidity, subtle vanilla spice and a long, nuanced finish. 2019-35.’ - Tim Atkin MW, SA Special Report 2017, 96/100  ",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2014 8121 - 109369.jpg,farms/klein-constansia/vdc/output/assets/52.jpg
53,2015,1,Vin de Constance 2015,1500,3,,"‘Iconic reprise of legendary 18th-century Constantia sweet wine, eagerly awaited 2015 is spectacular. Muscat de Frontignan, harvested through the season as ripe berries (for acidity) and raisins (for sugar concentration), delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 42 months in 500L barrels. 500 ml and magnum.’ -     Platter’s SA Wine Guide 2020, 5* (95/100) ",0,,"‘Iconic reprise of legendary 18th-century Constantia sweet wine, eagerly awaited 2015 is spectacular. Muscat de Frontignan, harvested through the season as ripe berries (for acidity) and raisins (for sugar concentration), delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 42 months in 500L barrels. 500 ml and magnum.’ -     Platter’s SA Wine Guide 2020, 5* (95/100) ",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2015 8541 - 423185.jpg,farms/klein-constansia/vdc/output/assets/53.jpg
54,2015,1,Vin de Constance 2015,1500,3,,"‘Iconic reprise of legendary 18th-century Constantia sweet wine, eagerly awaited 2015 is spectacular. Muscat de Frontignan, harvested through the season as ripe berries (for acidity) and raisins (for sugar concentration), delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 42 months in 500L barrels. 500 ml and magnum.’ -     Platter’s SA Wine Guide 2020, 5* (95/100) ",0,,"‘Iconic reprise of legendary 18th-century Constantia sweet wine, eagerly awaited 2015 is spectacular. Muscat de Frontignan, harvested through the season as ripe berries (for acidity) and raisins (for sugar concentration), delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 42 months in 500L barrels. 500 ml and magnum.’ -     Platter’s SA Wine Guide 2020, 5* (95/100) ",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2015 8541 - 423185.jpg,farms/klein-constansia/vdc/output/assets/54.jpg
55,2015,1,Vin de Constance 2015,1500,3,,"‘Iconic reprise of legendary 18th-century Constantia sweet wine, eagerly awaited 2015 is spectacular. Muscat de Frontignan, harvested through the season as ripe berries (for acidity) and raisins (for sugar concentration), delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 42 months in 500L barrels. 500 ml and magnum.’ -     Platter’s SA Wine Guide 2020, 5* (95/100) ",0,,"‘Iconic reprise of legendary 18th-century Constantia sweet wine, eagerly awaited 2015 is spectacular. Muscat de Frontignan, harvested through the season as ripe berries (for acidity) and raisins (for sugar concentration), delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 42 months in 500L barrels. 500 ml and magnum.’ -     Platter’s SA Wine Guide 2020, 5* (95/100) ",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2015 8541 - 423185.jpg,farms/klein-constansia/vdc/output/assets/55.jpg
56,2016,1,Vin de Constance 2016,1500,3,,"‘Iconic reprise of legendary 18th-and 19-century Constantia sweet wine. Spectacular 2016 from Muscat de Frontignan, harvested as ripe berries (for acidity) and raisins (for sugar concentration), delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 36 months in oak (500L barrels and foudres) and acacia. 500 ml and magnum.’ - Platter’s SA Wine Guide 2021, 5* (96/100) ‘Increasingly celebrated as one of the great sweet wines of the world, not just the Cape, Vin de Constance is a delight to taste and review. Slightly drier than the 205 release at 165 grams of sugar, it has more in common with the Loire or Tokaji than it does with Sauternes in terms of freshness and structure. Fresh, balanced and floral, with incredible delicacy, racy acidity, fine oak and flavours of pear tart, crystallised lemons and orange zest. 2019-35.’ - Tim Atkin MW, SA Special Report 2019 - Overall Sweet Wine of the Year, 98/100 ‘Sweet and fragrant on the nose. Layers of honey, acacia, sultana and earthy spices. The palate is sweet but not remotely cloying, with bright acidity and great intensity of fruit and marmalade. Harmonious and intense, with superb purity and vibrancy. Mellow raisined notes are lifted by floral orange blossom, cinnamon and sweet vanilla spice. Unerring and long on the finish, superb!’ - Tom Parker MW, JancisRobinson.com, 18.5/20 (Sept 2019)",0,,"‘Iconic reprise of legendary 18th-and 19-century Constantia sweet wine. Spectacular 2016 from Muscat de Frontignan, harvested as ripe berries (for acidity) and raisins (for sugar concentration), delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 36 months in oak (500L barrels and foudres) and acacia. 500 ml and magnum.’ - Platter’s SA Wine Guide 2021, 5* (96/100) ‘Increasingly celebrated as one of the great sweet wines of the world, not just the Cape, Vin de Constance is a delight to taste and review. Slightly drier than the 205 release at 165 grams of sugar, it has more in common with the Loire or Tokaji than it does with Sauternes in terms of freshness and structure. Fresh, balanced and floral, with incredible delicacy, racy acidity, fine oak and flavours of pear tart, crystallised lemons and orange zest. 2019-35.’ - Tim Atkin MW, SA Special Report 2019 - Overall Sweet Wine of the Year, 98/100 ‘Sweet and fragrant on the nose. Layers of honey, acacia, sultana and earthy spices. The palate is sweet but not remotely cloying, with bright acidity and great intensity of fruit and marmalade. Harmonious and intense, with superb purity and vibrancy. Mellow raisined notes are lifted by floral orange blossom, cinnamon and sweet vanilla spice. Unerring and long on the finish, superb!’ - Tom Parker MW, JancisRobinson.com, 18.5/20 (Sept 2019)",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2016 8826 - 519261.jpg,farms/klein-constansia/vdc/output/assets/56.jpg
57,2016,1,Vin de Constance 2016,1500,3,,"‘Iconic reprise of legendary 18th-and 19-century Constantia sweet wine. Spectacular 2016 from Muscat de Frontignan, harvested as ripe berries (for acidity) and raisins (for sugar concentration), delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 36 months in oak (500L barrels and foudres) and acacia. 500 ml and magnum.’ - Platter’s SA Wine Guide 2021, 5* (96/100) ‘Increasingly celebrated as one of the great sweet wines of the world, not just the Cape, Vin de Constance is a delight to taste and review. Slightly drier than the 205 release at 165 grams of sugar, it has more in common with the Loire or Tokaji than it does with Sauternes in terms of freshness and structure. Fresh, balanced and floral, with incredible delicacy, racy acidity, fine oak and flavours of pear tart, crystallised lemons and orange zest. 2019-35.’ - Tim Atkin MW, SA Special Report 2019 - Overall Sweet Wine of the Year, 98/100 ‘Sweet and fragrant on the nose. Layers of honey, acacia, sultana and earthy spices. The palate is sweet but not remotely cloying, with bright acidity and great intensity of fruit and marmalade. Harmonious and intense, with superb purity and vibrancy. Mellow raisined notes are lifted by floral orange blossom, cinnamon and sweet vanilla spice. Unerring and long on the finish, superb!’ - Tom Parker MW, JancisRobinson.com, 18.5/20 (Sept 2019)",0,,"‘Iconic reprise of legendary 18th-and 19-century Constantia sweet wine. Spectacular 2016 from Muscat de Frontignan, harvested as ripe berries (for acidity) and raisins (for sugar concentration), delivers fragrant aromatic spices, honeyed floral highlights and piercing freshness, all in perfect balance and harmony after 36 months in oak (500L barrels and foudres) and acacia. 500 ml and magnum.’ - Platter’s SA Wine Guide 2021, 5* (96/100) ‘Increasingly celebrated as one of the great sweet wines of the world, not just the Cape, Vin de Constance is a delight to taste and review. Slightly drier than the 205 release at 165 grams of sugar, it has more in common with the Loire or Tokaji than it does with Sauternes in terms of freshness and structure. Fresh, balanced and floral, with incredible delicacy, racy acidity, fine oak and flavours of pear tart, crystallised lemons and orange zest. 2019-35.’ - Tim Atkin MW, SA Special Report 2019 - Overall Sweet Wine of the Year, 98/100 ‘Sweet and fragrant on the nose. Layers of honey, acacia, sultana and earthy spices. The palate is sweet but not remotely cloying, with bright acidity and great intensity of fruit and marmalade. Harmonious and intense, with superb purity and vibrancy. Mellow raisined notes are lifted by floral orange blossom, cinnamon and sweet vanilla spice. Unerring and long on the finish, superb!’ - Tom Parker MW, JancisRobinson.com, 18.5/20 (Sept 2019)",farms/klein-constansia/vdc/input/bottels/1s/Vin_de_Constance_2016 8826 - 519261.jpg,farms/klein-constansia/vdc/output/assets/57.jpg
